lote_id;produto_id;unidade_id;data_inicio;quantidade_planejada;quantidade_produzida;horas_planejadas;horas_reais;refugo_kg;consumo_energia_kwh;consumo_agua_l
L001462;P004;U01;2025-08-29;2097,48;1930,53;12,23;15,86;68,39;988,8;4839,89
L001463;P003;U02;2025-04-15;1359,17;1188,41;8,62;7,98;7,12;415,92;2519,63
L001464;P008;U01;2026-05-30;1897,35;1748,17;13,17;14,36;7,89;822,49;3925,16
L001465;P007;U02;2024-08-15;966,97;973,53;5,15;6,59;28,66;256,04;2380,86
L001466;P008;U02;2024-02-10;564,66;570,51;3,65;4,03;6,29;317,45;1477,47
L001467;P002;U03;2024-01-30;1091,44;1047,01;7,11;9,35;2,95;613,07;1515,78
L001468;P002;U01;2026-03-31;271,15;236,11;1,42;1,64;4,65;110,05;340,78
L001469;P001;U01;2024-02-02;1726,32;1516,05;12,61;12,77;16,68;621,08;1712,73
L001470;P003;U01;2026-01-09;1119,15;1135,27;6,52;7,45;1589,378;697,15;2897,39
L001471;P002;U01;2024-04-25;581,83;524,72;3,49;3,27;9,5;303,22;1168,96
L001472;P008;U03;2025-07-20;1706,25;1643,65;13,67;15,63;26,27;802,31;4185,82
L001473;P008;U03;2024-06-12;1448,11;1305,99;10,18;10,25;57,24;773,07;1872,05
L001474;P008;U02;2024-01-29;1574,95;1362,58;9,39;12,12;4,54;530,94;1038,15
L001475;P005;U02;2025-04-04;2024,51;2031,42;15,99;17,95;29,35;1022,97;2670,25
L001476;P001;U02;2024-01-24;1554,5;1366,44;10,82;12,7;55,92;321,24;2386,76
L001477;P004;U03;2025-11-15;453,7;430,78;3,3;3,74;2,22;167,69;540,87
L001478;P004;U02;2026-03-21;1647,99;1461,99;11,49;12,9;44,68;572,93;3956,99
L001479;P005;U01;2024-06-22;1173,34;1132,7;5,74;5,7;49,37;667,13;930,55
L001480;P001;U03;2025-10-16;1275,67;1161,27;9,48;9,05;5,28;271,25;1083,83
L001481;P005;U02;2024-05-18;761,43;712,03;4,02;3,69;6,63;436,54;806,25
L001482;P001;U03;2024-08-07;2194,71;2177,49;13,86;18,14;42,77;578,35;4644,87
L001483;P008;U02;2025-01-25;1068,05;985,41;6,39;8,23;18,12;509,99;2659,08
L001484;P006;U03;2026-06-04;287,39;287,21;1,63;1,58;2,78;65,63;611,98
L001485;P002;U03;2025-06-05;983,31;879,34;6,96;7,05;23,26;412,09;1719,97
L001486;P007;U02;2025-12-16;1607,42;1493,54;9,54;8,7;13,18;637,38;3349,88
L001487;P006;U02;2025-11-26;1278,6;1276,42;8,81;8,5;54,81;541,83;2733,87
L001488;P005;U03;2025-12-08;1951,96;1919,47;12,84;12,63;57,44;621,53;3728,78
L001489;P001;U01;2025-10-18;294,9;261,34;2,18;2,49;10,05;65,67;705,78
L001490;P003;U03;2024-03-02;2086,68;1869,8;16,05;17,01;8,25;806,31;1834,66
L001491;P006;U02;2024-02-26;1581,1;1621,63;7,9;8,97;11,85;468,69;3096,9
L001492;P001;U01;2025-11-28;1335,39;1364,01;10,17;12,45;4,03;742,41;2745,67
L001493;P007;U03;2024-02-25;1634,74;1440,15;9,08;8,47;52,71;604,73;3926,55
L001494;P001;U03;2026-01-25;1483,58;1469,98;10,53;9,59;20,44;878,34;3650,42
L001495;P003;U02;2026-01-04;1721,61;1614,55;11,65;10,52;66,88;750,16;1358,28
L001496;P004;U02;2024-09-10;947,99;911,1;5,1;5,15;17,39;275,9;2389,28
L001497;P008;U02;2025-11-23;430,71;371,47;2,21;2,64;16,63;212,5;275,27
L001498;P005;U03;2024-06-16;856,44;861,4;4,14;4,73;30,23;485,31;2233,54
L001499;P008;U02;2024-01-24;1707,95;1531,32;10,02;10,32;36,93;664,55;3182,64
L001500;P005;U03;2025-03-01;777,5;714,39;5,69;6,43;9,19;221,97;1036,1
L001501;P006;U01;2025-05-02;1759,76;1673,55;11,39;13,75;36,05;606,92;2314,32
L001502;P005;U02;2026-02-07;1585,49;1538,93;8,33;9,95;45,26;611,53;3258,38
L001503;P006;U03;2025-02-06;309,04;274,39;2,42;2,96;4,29;77,72;254,4
L001504;P007;U03;2025-07-19;613,67;602,13;3,93;3,77;12,31;329,02;1677,12
L001505;P005;U02;2024-02-05;343,16;337,85;2,11;2,44;15,15;115,74;614,5
L001506;P001;U01;2025-11-04;2082,02;2044,17;12,83;16,15;67,41;899,28;4103,24
L001507;P008;U02;2024-03-04;630,17;557,48;4,74;4,99;5,67;213,37;669,87
L001508;P008;U02;2025-03-07;1027,8;976,28;6,05;5,99;8,74;516,94;1500,3
L001509;P002;U02;2024-07-17;950,0;888,65;5,0;5,45;3,91;287,14;2196,44
L001510;P001;U03;2026-01-14;471,72;456,49;3,26;3,37;19,66;113,98;657,67
L001511;P005;U01;2025-03-17;967,32;846,0;5,81;7,05;22,08;461,54;1845,65
L001512;P002;U02;2026-05-18;356,4;327,23;2,27;2,38;2,15;178,23;467,41
L001513;P008;U03;2026-06-08;1169,39;1037,49;7,46;9,06;36,6;620,7;2250,52
L001514;P008;U02;2025-01-11;2120,2;2085,18;10,61;11,05;75,2;1036,57;3988,16
L001515;P004;U02;2025-03-10;1471,45;1270,68;8,22;7,67;52,74;786,4;2111,07
L001516;P005;U02;2025-12-06;1486,11;1333,03;7,56;9,63;15,25;315,56;2429,03
L001517;P001;U01;2024-02-15;369,21;346,1;2,72;3,14;12,11;161,41;931,82
L001518;P004;U02;2026-06-13;2053,01;2027,72;16,86;19,64;65,57;720,78;3883,73
L001519;P006;U01;2024-12-17;367,57;363,21;2,2;2,42;10,41;143,55;363,91
L001520;P005;U03;2024-03-29;521,31;535,37;2,68;2,99;2,79;274,81;931,4
L001521;P008;U03;2024-01-25;1932,18;1739,37;11,73;10,61;36,28;971,34;3780,51
L001522;P005;U01;2024-05-29;417,06;411,02;2,07;2,79;2,49;224,09;733,75
L001523;P008;U02;2025-10-26;1720,27;1593,78;14,09;17,79;39,83;731,11;1719,63
L001524;P005;U02;2024-03-12;566,79;569,12;3,93;4,56;5,33;125,24;494,65
L001525;P003;U01;2024-10-23;939,87;911,63;5,03;5,87;3,74;338,41;1926,85
L001526;P004;U01;2026-01-14;1159,81;1002,64;9,28;10,98;18,43;583,32;1805,04
L001527;P007;U03;2024-05-26;364,06;316,13;1,94;1,83;2,64;90,43;346,54
L001528;P004;U02;2025-07-10;1628,89;1639,36;7,84;9,8;55,01;630,28;1631,96
L001529;P001;U03;2026-02-17;1100,42;1090,86;8,27;9,15;31,01;488,43;2056,3
L001530;P006;U03;2026-05-01;2089,84;1870,78;11,3;11,72;38,59;898,05;2794,75
L001531;P001;U02;2025-08-31;1613,87;1464,54;8,72;9,12;53,38;373,61;1752,84
L001532;P007;U01;2025-06-01;998,59;888,83;5,22;5,06;31,82;515,01;1192,42
L001533;P006;U03;2024-04-08;1127,08;1142,97;8,01;8,1;15,4;465,67;1328,49
L001534;P006;U01;2024-11-01;1123,11;1024,59;7,79;10,43;12,89;416,23;752,74
L001535;P004;U02;2025-04-29;1518,04;1324,27;7,5;8,54;57,72;738,59;1823,07
L001536;P002;U03;2026-01-07;2165,17;2161,27;14,71;15,15;64,3;863,17;2195,67
L001537;P001;U03;2026-07-31;850,22;809,22;4,12;4,75;15,39;359,53;1742,06
L001538;P003;U01;2025-10-07;1831,37;1690,31;12,1;14,27;17,02;695,21;2093,63
L001539;P003;U03;2024-06-11;1206,67;1198,0;7,73;8,06;11,72;294,01;2235,56
L001540;P001;U01;2026-06-26;1770,14;1623,04;8,45;8,91;23,96;827,72;2999,69
L001541;P005;U01;2024-11-05;1923,96;1791,9;13,76;16,12;65,78;1093,02;2890,89
L001542;P006;U03;2024-09-21;473,92;469,81;2,55;2,95;12,92;270,55;506,26
L001543;P005;U01;2024-10-10;643,07;596,57;3,49;3,35;24,83;220,75;1515,89
L001544;P007;U03;2025-08-10;2180,52;2081,89;11,67;13,36;21,22;541,77;5376,37
L001545;P001;U03;2024-01-10;269,64;247,73;1,41;1,27;3,3;94,59;586,51
L001546;P003;U02;2025-12-26;348,7;331,42;2,15;2,24;9,64;110,49;527,09
L001547;P004;U03;2024-05-08;871,2;843,77;5,64;7,31;23,47;486,92;2320,09
L001548;P006;U03;2024-09-09;2122,96;1977,23;13,91;15,88;9,43;839,82;1605,02
L001549;P006;U03;2025-10-29;266,01;248,28;1,67;2,01;10,76;82,36;482,92
L001550;P001;U01;2024-05-19;1123,07;1090,92;5,49;5,69;44,92;435,52;1916,84
L001551;P006;U01;2024-10-19;845,3;824,98;6,63;7,91;8,01;244,81;1356,87
L001552;P004;U01;2025-07-12;1436,32;1240,64;6,86;9,09;16,97;605,83;2692,84
L001553;P001;U03;2026-02-15;2108,48;2152,95;11,46;11,77;46,84;1127,41;3552,56
L001554;P002;U02;2026-07-17;2180,22;2030,21;11,25;14,21;16,29;532,97;4263,72
L001555;P002;U03;2025-09-14;397,91;361,5;2,3;2,13;6,26;100,38;915,04
L001556;P007;U02;2025-05-02;2198,79;2225,32;13,16;14,84;96,06;579,98;3515,12
L001557;P003;U01;2025-09-06;1761,87;1728,41;14,26;17,18;54,35;458,59;3688,07
L001558;P005;U01;2024-11-12;1780,35;1759,25;9,66;10,24;45,45;832,18;4703,84
L001559;P002;U02;2025-02-17;685,53;685,82;4,04;4,36;10,51;154,22;1390,12
L001560;P007;U01;2024-11-16;1462,65;1355,71;7,48;7,35;9,75;489,34;2798,98
L001561;P008;U02;2024-10-16;1816,09;1590,53;9,06;11,77;38,47;519,29;1799,37
L001562;P001;U03;2025-01-25;1190,73;1181,64;8,43;10,93;42,87;464,84;1836,99
L001563;P004;U02;2024-01-18;1287,59;1209,59;7,45;7,95;45,29;421,89;2880,54
L001564;P005;U03;2026-06-07;2043,06;1940,13;16,55;19,21;38,26;773,48;5277,55
L001565;P007;U01;2026-03-25;1656,24;1494,96;8,01;7,86;48,78;329,38;2776,07
L001566;P004;U02;2025-07-15;1739,33;1636,02;13,59;15,08;62,15;804,81;3991,32
L001567;P008;U03;2024-10-09;1983,51;1904,35;10,78;12,84;5,61;684,05;4995,48
L001568;P002;U02;2024-12-27;1898,81;1948,47;10,7;12,21;18,96;613,73;4137,81
L001569;P001;U02;2024-11-06;230,78;236,81;1,52;1,69;4,56;106,21;363,46
L001570;P004;U02;2024-11-19;1996,4;1911,11;10,87;9,98;17,95;593,47;5314,2
L001571;P008;U03;2024-02-13;1489,03;1362,16;10,2;13,17;37,79;345,69;3162,99
L001572;P003;U03;2024-11-12;2123,25;1851,57;11,37;11,63;66,31;1066,44;3953,13
L001573;P007;U01;2024-05-28;1073,73;1101,4;8,14;9,08;9,28;269,83;2797,31
L001574;P003;U03;2025-04-03;1480,69;1470,94;7,82;8,24;30,43;744,39;3999,12
L001575;P007;U01;2025-02-16;633,49;608,15;3,35;3,65;10,27;154,18;1352,69
L001576;P006;U01;2025-03-07;291,07;274,78;1,49;1,74;9,56;114,75;274,25
L001577;P006;U02;2024-06-14;1971,05;1719,88;11,11;10,42;63,39;843,75;2601,04
L001578;P005;U03;2024-06-04;1846,12;1785,76;10,42;11,04;19,43;969,94;2637,58
L001579;P005;U01;2024-06-26;1046,48;1038,61;8,45;10,46;46,28;575,03;1234,62
L001580;P001;U03;2026-03-30;854,85;745,04;4,79;5,63;23,64;191,7;1009,32
L001581;P006;U01;2024-10-15;1000,11;1007,59;4,77;6,3;37,61;390,09;2071,6
L001582;P003;U01;2024-09-05;1557,33;1389,4;9,26;10,69;22,58;710,27;2430,4
L001583;P006;U02;2025-10-04;1782,32;1624,35;8,76;9,92;16,36;585,12;1258,14
L001584;P008;U01;2024-01-21;2198,96;1952,47;14,38;13,54;54,72;554,39;4081,82
L001585;P005;U03;2025-07-29;1683,85;1615,91;8,13;10,76;28,43;651,1;3177,47
L001586;P002;U03;2025-06-20;1210,04;1191,23;6,13;7,76;44,67;582,51;2455,77
L001587;P008;U03;2024-11-28;1325,34;1254,55;7,16;8,56;19,47;675,18;2913,66
L001588;P001;U02;2025-10-20;1073,86;1062,59;6,43;6,5;15,77;636,19;1442,0
L001589;P003;U01;2024-11-01;1194,78;1195,83;8,99;10,71;3,96;517,48;2037,35
L001590;P001;U02;2026-03-09;261,84;226,2;1,68;2,17;1,18;55,51;569,45
L001591;P007;U01;2026-06-13;935,2;946,93;6,76;6,32;33,62;457,42;1317,63
L001592;P003;U03;2024-10-17;1218,91;1087,16;9,97;11,83;36,41;266,89;906,04
L001593;P002;U02;2026-03-18;1090,23;1016,68;7,37;6,7;25,6;267,75;1305,03
L001594;P001;U03;2024-07-24;2020,55;1752,16;15,49;18,6;58,01;892,9;4650,07
L001595;P005;U02;2025-07-21;876,17;842,24;4,43;4,6;25,99;430,8;1643,98
L001596;P002;U02;2024-05-04;509,33;506,02;2,56;3,41;11,31;160,32;837,06
L001597;P003;U03;2026-07-16;1246,01;1176,62;7,16;9,01;6,15;717,9;1221,93
L001598;P007;U02;2025-04-01;487,33;437,62;2,53;3,11;1,5;184,79;544,86
L001599;P007;U02;2024-03-24;1446,29;1440,27;10,14;10,37;22,22;453,0;2446,38
L001600;P005;U03;2024-03-03;1679,51;1532,43;10,7;13,23;34,33;616,76;1243,69
L001601;P006;U01;2026-02-23;1408,19;1262,2;8,84;10,47;4,65;756,13;2080,88
L001602;P005;U01;2025-07-06;388,18;382,68;2,69;2,49;10,48;130,29;500,05
L001603;P001;U01;2025-01-05;1573,49;1593,56;10,93;14,28;70,2;697,77;1356,95
L001604;P008;U02;2025-05-24;2183,08;1879,58;13,61;14,4;29,05;976,63;2573,68
L001605;P008;U01;2024-12-26;269,73;242,92;1,69;2,28;3,03;144,86;305,75
L001606;P006;U02;2025-03-17;2195,55;2082,53;12,94;11,78;73,16;1272,58;2751,13
L001607;P001;U01;2025-10-17;1981,37;1732,63;15,43;18,6;40,75;812,25;4742,46
L001608;P002;U01;2026-02-17;470,76;465,0;3,29;3,31;19,75;160,78;926,09
L001609;P006;U02;2026-05-11;2174,84;1943,12;11,93;13,84;75,72;596,69;5002,17
L001610;P008;U03;2026-02-16;290,71;280,59;1,5;1,67;12,47;124,55;513,64
L001611;P001;U03;2025-11-11;1540,13;1582,93;7,73;9,4;5,63;596,12;1962,77
L001612;P006;U02;2025-01-19;1815,96;1699,24;12,41;14,06;52,19;481,4;3885,45
L001613;P001;U01;2026-05-19;682,76;698,49;3,67;3,78;25,0;272,82;1144,52
L001614;P005;U02;2025-04-28;385,46;395,32;1,84;2,24;4,35;161,83;1075,34
L001615;P004;U02;2026-03-17;1458,17;1458,14;9,68;11,17;12,42;330,18;1588,15
L001616;P001;U01;2025-04-02;2036,48;1884,87;14,72;13,42;6,75;538,45;3947,55
L001617;P007;U03;2025-09-08;601,81;528,02;3,62;3,44;19,71;211,75;1217,86
L001618;P006;U03;2024-01-26;1480,26;1359,04;11,62;11,84;19,5;614,11;978,89
L001619;P006;U01;2024-08-16;1761,88;1683,78;11,95;13,59;30,09;490,06;2272,08
L001620;P004;U02;2025-04-18;1849,18;1668,16;10,11;11,64;21,5;918,67;4362,37
L001621;P005;U02;2026-01-24;1471,02;1424,37;9,04;8,49;36,65;341,22;1832,24
L001622;P003;U03;2025-02-23;1247,53;1274,2;7,13;8,74;19,58;287,79;1022,58
L001623;P005;U02;2025-01-31;1564,45;1415,2;8,63;9,78;57,22;502,57;2283,53
L001624;P006;U03;2025-03-26;1896,87;1897,1;11,73;11,49;62,31;901,27;1990,47
L001625;P007;U01;2024-08-12;356,14;342,79;2,73;3,36;2,31;178,26;424,81
L001626;P005;U03;2026-07-21;1709,31;1550,7;10,86;12,44;11,57;645,65;2947,69
L001627;P008;U02;2025-03-08;619,31;553,3;3,66;3,97;4,31;251,92;853,41
L001628;P005;U01;2024-08-20;2170,33;2222,45;12,0;11,37;93,99;562,7;4499,25
L001629;P008;U03;2025-10-30;2088,19;2051,11;11,92;14,87;41,83;1025,26;2550,21
L001630;P002;U01;2025-08-23;1316,45;1219,46;8,65;9,06;42,31;647,12;1896,57
L001631;P004;U03;2025-11-26;1887,5;1846,41;15,58;14,03;13,16;733,58;3595,16
L001632;P008;U03;2024-09-25;649,87;589,2;3,84;4,77;2,14;144,31;1604,5
L001633;P008;U01;2025-07-23;1848,22;1732,99;13,39;13,22;48,1;881,41;3872,57
L001634;P005;U02;2026-02-04;1941,51;1693,73;9,66;11,3;25,91;401,58;2644,28
L001635;P002;U02;2024-07-30;1595,56;1452,14;11,41;15,18;20,82;782,96;3029,87
L001636;P005;U03;2026-07-07;406,57;406,48;2,02;2,19;1,15;155,09;781,23
L001637;P008;U02;2024-09-06;670,02;606,92;3,3;4,07;3,6;291,27;1664,68
L001638;P003;U03;2026-01-18;215,31;198,06;1,19;1,4;4,73;105,43;371,35
L001639;P001;U01;2025-06-08;1656,66;1460,22;8,79;10,72;49,56;592,88;1459,29
L001640;P006;U02;2024-10-24;1072,31;999,14;6,13;6,74;28,42;229,26;1318,67
L001641;P005;U01;2025-02-13;1725,69;1599,02;8,35;9,46;68,04;860,15;2386,93
L001642;P002;U02;2024-02-02;1554,8;1563,43;10,58;12,89;3,7;542,29;2953,85
L001643;P004;U01;2026-04-11;1912,81;1852,87;12,6;15,96;79,49;543,12;3138,99
L001644;P005;U02;2025-04-25;1485,46;1391,61;10,26;11,81;28,78;372,25;3539,53
L001645;P008;U02;2025-12-20;1480,57;1458,77;10,07;12,21;11,14;629,76;3276,94
L001646;P002;U03;2024-05-27;1614,88;1474,77;13,29;13,21;38,9;796,78;2834,26
L001647;P007;U02;2024-12-31;994,84;962,53;4,89;5,55;7,34;247,34;1805,11
L001648;P003;U02;2024-03-21;1068,15;1059,33;5,77;5,93;19,58;426,27;1333,75
L001649;P008;U02;2025-08-21;811,05;818,04;4,26;4,03;29,49;468,89;2123,33
L001650;P006;U02;2025-04-18;1940,43;1963,51;9,9;13,14;12,45;1137,47;1954,26
L001651;P002;U02;2024-01-21;1499,99;1401,06;7,75;8,96;48,99;420,53;3335,89
L001652;P006;U01;2026-04-24;1758,01;1707,01;9,08;11,18;38,95;376,77;1474,71
L001653;P004;U01;2025-07-23;1343,02;1306,34;7,57;8,1;44,99;361,92;2690,96
L001654;P007;U03;2026-06-24;852,56;808,37;6,45;8,12;8,0;264,66;2211,96
L001655;P005;U01;2024-04-21;1513,65;1541,71;12,41;11,79;50,02;551,73;4138,04
L001656;P007;U01;2026-05-23;2137,42;1933,06;13,69;16,02;71,66;816,07;3284,87
L001657;P008;U03;2025-11-17;1460,16;1390,62;9,47;11,49;27,47;458,28;3313,57
L001658;P005;U01;2026-01-30;1694,08;1507,31;8,99;8,54;2110,234;510,93;4125,52
L001659;P006;U02;2024-05-01;610,48;595,02;4,35;4,57;26,19;194,28;1648,75
L001660;P006;U03;2024-03-12;1279,97;1141,79;9,33;8,84;10,79;499,72;2130,03
L001661;P004;U01;2026-01-07;1997,77;1848,99;14,43;18,65;46,09;698,84;1430,79
L001662;P006;U02;2024-11-30;2086,81;2015,88;10,77;13,12;18,63;1030,27;3284,79
L001663;P002;U03;2026-01-16;308,68;292,58;2,07;2,72;13,15;100,16;603,67
L001664;P006;U01;2026-02-16;1102,2;1124,3;7,9;9,59;9,39;463,84;3068,92
L001665;P004;U03;2025-05-15;1333,06;1348,72;9,67;10,07;3,58;461,34;1495,02
L001666;P002;U03;2025-03-01;1799,24;1758,41;12,89;12,52;70,29;901,69;3399,36
L001667;P003;U03;2024-10-03;1158,75;1014,4;7,43;8,9;32,17;243,44;2027,27
L001668;P002;U02;2024-09-23;1242,22;1197,78;6,55;7,01;50,16;575,41;2973,49
L001669;P007;U02;2025-11-06;298,54;275,27;2,1;1,95;9,22;81,7;321,8
L001670;P001;U03;2024-04-05;1633,82;1625,81;11,1;13,84;32,62;457,99;1475,21
L001671;P001;U02;2024-04-15;1585,68;1506,03;12,68;17,02;14,75;341,2;3181,7
L001672;P008;U03;2024-01-15;1010,1;1008,01;5,6;6,34;13,27;258,3;2129,31
L001673;P005;U03;2024-01-15;1025,79;1044,22;8,44;10,15;5,5;479,93;936,56
L001674;P006;U01;2025-04-21;225,32;194,06;1,33;1,58;1,84;61,56;375,22
L001675;P007;U01;2025-01-08;2131,93;1973,26;10,68;11,28;61,68;921,59;1786,67
L001676;P005;U02;2024-07-29;534,77;536,0;2,87;2,84;22,84;118,14;688,95
L001677;P005;U02;2026-01-28;1057,37;960,6;5,98;6,22;6,79;231,11;917,94
L001678;P007;U03;2024-12-20;1368,57;1396,95;6,84;7,31;35,99;333,04;3397,22
L001679;P006;U03;2024-07-01;1357,71;1320,48;7,24;6,86;19,87;431,22;1588,02
L001680;P002;U02;2024-08-28;1627,88;1563,38;11,05;13,65;65,5;400,78;2933,11
L001681;P006;U02;2024-02-08;318,44;288,13;1,64;1,71;8,34;121,65;612,87
L001682;P008;U01;2025-11-11;1867,03;1664,21;14,41;18,53;12,89;617,13;4061,26
L001683;P005;U02;2026-05-28;392,76;375,07;3,18;3,82;14,43;93,35;313,05
L001684;P002;U01;2024-02-08;1010,4;1028,22;5,5;6,32;2,8;367,77;737,66
L001685;P002;U02;2025-03-26;1014,55;883,84;6,05;6,6;5,56;342,15;2146,93
L001686;P002;U02;2024-01-27;1729,8;1668,42;8,96;11,75;24,11;544,13;1310,88
L001687;P004;U01;2024-08-09;1975,01;1784,82;10,71;12,4;60,02;599,88;4426,09
L001688;P008;U01;2025-06-14;210,67;205,44;1,13;1,08;6,3;45,29;428,78
L001689;P002;U03;2024-10-02;1527,92;1411,86;12,05;13,47;12,05;380,93;3689,11
L001690;P004;U03;2026-04-19;1036,71;1047,08;6,73;8,28;42,72;235,57;1306,82
L001691;P002;U03;2025-11-14;309,43;305,65;1,53;1,85;8,72;123,36;829,21
L001692;P001;U03;2025-06-18;903,0;831,8;5,06;6,78;13,78;215,12;1574,9
L001693;P001;U03;2025-01-30;914,98;807,54;4,82;5,89;35,33;420,37;615,59
L001694;P001;U02;2026-01-03;1183,37;1071,03;6,94;7,42;46,28;526,59;1005,7
L001695;P001;U03;2025-10-12;348,41;357,62;2,03;2,54;13,48;197,76;373,61
L001696;P006;U01;2024-05-01;995,05;993,13;7,53;6,92;14,4;374,59;1117,6
L001697;P003;U02;2024-11-30;412,69;365,16;2,35;3,07;15,18;187,01;272,66
L001698;P008;U01;2025-02-17;802,0;770,63;4,24;5,63;16,3;259,8;1907,22
L001699;P006;U02;2026-04-05;1510,87;1409,33;10,85;10,67;18,08;404,13;1170,97
L001700;P007;U03;2024-06-21;1377,01;1390,65;8,47;8,98;29,53;691,54;1231,22
L001701;P001;U02;2024-04-13;1459,8;1406,47;11,34;13,32;35,36;391,31;3107,6
L001702;P002;U02;2024-09-14;1137,86;1033,33;8,58;11,52;26,94;526,92;830,0
L001703;P001;U03;2025-06-17;1996,42;1995,75;16,45;15,83;29,5;499,0;2434,67
L001704;P008;U02;2026-02-08;1693,74;1552,61;8,61;9,17;38,59;624,7;1355,19
L001705;P002;U03;2024-08-13;1667,96;1549,86;10,91;9,91;55,93;499,11;1984,46
L001706;P005;U01;2026-02-04;509,55;462,14;3,19;3,09;12,26;210,22;684,76
L001707;P005;U01;2026-07-10;947,98;841,22;5,67;6,41;12,57;423,87;2197,02
L001708;P003;U01;2026-02-10;1902,67;1849,03;9,72;12,32;44,17;471,62;1801,94
L001709;P007;U02;2024-03-25;961,75;935,36;5,21;5,24;23,52;342,05;2147,22
L001710;P006;U02;2026-03-14;746,38;678,22;4,85;5,08;17,4;229,79;1819,11
L001711;P007;U02;2025-03-05;633,48;594,22;3,67;4,01;4,08;359,0;746,5
L001712;P002;U01;2025-02-16;432,4;384,57;2,17;2,84;15,27;217,72;608,66
L001713;P008;U02;2024-04-25;1869,18;1772,55;12,06;16,19;42,12;1060,94;2101,49
L001714;P003;U03;2024-09-03;2161,02;1940,71;15,62;14,45;44,64;723,35;4317,85
L001715;P004;U02;2025-02-23;229,79;216,75;1,38;1,43;8,79;83,83;502,03
L001716;P001;U03;2024-09-26;965,44;865,0;4,62;5,79;28,46;301,76;714,3
L001717;P007;U01;2024-07-26;1329,21;1349,32;10,69;12,07;29,92;552,5;976,33
L001718;P007;U03;2024-10-01;730,09;708,58;4,74;5,4;11,66;411,96;1454,83
L001719;P003;U02;2025-09-10;269,31;274,13;1,86;2,45;1,65;72,37;338,42
L001720;P007;U02;2024-02-11;984,11;950,38;6,45;7,67;17,4;538,26;1506,95
L001721;P007;U02;2026-05-02;1924,79;1793,35;11,07;14,3;26,0;696,26;2555,61
L001722;P003;U03;2024-01-19;943,68;870,82;4,64;5,44;14,0;336,55;1437,68
L001723;P003;U01;2024-06-09;1093,18;941,84;5,98;5,58;40,79;433,86;797,72
L001724;P004;U03;2026-05-27;1588,2;1546,53;8,78;11,04;30,55;343,87;3871,14
L001725;P001;U01;2025-05-07;1519,35;1353,92;8,96;11,26;46,58;759,61;1381,59
L001726;P005;U01;2026-06-21;2142,88;2043,12;10,81;10,31;35,52;1029,12;4263,26
L001727;P006;U01;2025-10-21;2112,86;2042,04;10,39;13,16;45,59;854,23;3039,87
L001728;P001;U03;2025-03-29;1978,15;1973,44;10,08;12,44;74,29;672,23;1958,55
L001729;P007;U02;2024-07-21;864,13;768,2;5,57;5,49;12,49;416,58;1242,08
L001730;P005;U02;2025-12-22;834,92;818,09;4,18;5,46;19,14;425,92;1860,66
L001731;P005;U01;2026-07-26;2076,02;2021,12;14,55;16,34;70,6;480,16;3528,55
L001732;P007;U01;2024-03-03;584,46;540,84;3,71;4,42;15,99;119,92;899,0
L001733;P001;U03;2025-02-17;1535,21;1536,04;9,51;11,13;59,63;677,48;4021,44
L001734;P008;U03;2025-01-07;633,87;630,6;4,13;5,07;16,53;167,55;785,1
L001735;P004;U01;2024-01-26;382,76;350,14;2,18;2,37;11,0;106,69;424,04
L001736;P002;U01;2026-06-16;1198,97;1134,55;5,73;7,28;32,51;587,11;858,16
L001737;P007;U02;2026-01-23;1931,21;1980,67;9,92;11,84;30,79;839,86;4340,61
L001738;P006;U01;2024-12-11;1958,14;1764,54;12,22;16,3;50,8;1031,44;4337,76
L001739;P004;U02;2024-03-15;1720,81;1733,74;12,21;13,67;28,92;828,54;3250,05
L001740;P001;U02;2026-04-17;1858,68;1899,96;15,47;14,43;49,32;1047,55;4413,23
L001741;P003;U01;2025-02-08;895,09;835,1;4,56;5,63;36,99;205,75;898,29
L001742;P007;U02;2026-05-13;947,65;931,21;5,05;5,38;9,72;374,98;1158,65
L001743;P007;U03;2025-02-12;855,44;812,67;6,42;7,33;2,64;421,7;954,0
L001744;P002;U02;2025-10-05;1065,7;991,86;7,98;8,74;9,74;435,51;752,07
L001745;P003;U02;2025-12-30;1110,47;1082,93;5,51;6,97;12,6;636,11;1063,84
L001746;P008;U01;2024-02-19;1295,47;1131,38;6,98;9,27;8,86;363,39;1684,45
L001747;P003;U01;2026-03-01;1861,82;1907,53;12,84;13,18;32,48;686,84;2276,16
L001748;P002;U01;2026-07-31;911,33;866,34;4,95;6,32;36,59;208,1;2309,75
L001749;P003;U03;2024-10-25;2145,74;1944,97;10,67;9,98;67,07;737,64;3942,15
L001750;P006;U02;2024-01-31;1029,85;915,54;5,97;7,65;8,99;518,87;1857,44
L001751;P002;U01;2026-05-19;918,33;790,16;6,5;8,16;1106,224;240,43;2068,27
L001752;P001;U01;2024-04-26;1216,13;1170,2;8,81;11,8;22,33;472,88;2077,3
L001753;P007;U02;2024-07-04;598,45;613,22;3,49;3,32;15,54;362,59;1586,01
L001754;P008;U02;2025-05-27;684,1;629,23;4,4;5,27;7,16;187,89;937,83
L001755;P008;U02;2025-12-08;1438,77;1281,93;11,14;14,36;48,95;671,52;1246,53
L001756;P002;U02;2024-03-27;708,55;611,21;3,9;4,56;9,1;350,82;1563,43
