pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC002073,2026-03-25,F010,U03,Isocianato,497.42,6.62,2026-04-09,2026-04-09,Aprovado,True,3292.9204
PC002074,2025-08-30,F012,U03,Poliol,207.97,3.85,2025-09-15,2025-09-15,Aprovado,True,800.6845
PC002075,2026-02-17,F017,U02,Poliol,180.54,13.54,2026-02-22,2026-02-23,Aprovado,False,2444.5116
PC002076,2025-08-11,F009,U03,Solvente,209.13,5.43,2025-08-30,2025-08-30,Aprovado,True,1135.5758999999998
PC002077,2025-10-18,F005,U02,Carga Mineral,227.85,14.45,2025-10-22,2025-10-24,Aprovado,False,3292.4325
PC002078,2025-06-21,F025,U02,Embalagem,300.43,36.5,2025-07-09,2025-07-09,Aprovado,True,10965.695
PC002079,2025-10-31,F011,U02,Carga Mineral,166.19,26.27,2025-11-06,2025-11-06,Aprovado,True,4365.8113
PC002080,2026-04-28,F008,U01,Poliol,489.58,38.33,2026-05-08,2026-05-08,Aprovado,True,18765.6014
PC002081,2025-04-18,F013,U02,Isocianato,135.66,30.19,2025-05-04,2025-05-05,Reprovado,False,4095.5754
PC002082,2026-04-06,F022,U02,Poliol,139.55,40.21,2026-04-23,2026-04-21,Aprovado,True,5611.3055
PC002083,2024-11-24,F029,U01,Pigmento,380.09,23.65,2024-12-11,2024-12-09,Aprovado,True,8989.128499999999
PC002084,2026-07-12,F018,U01,Embalagem,178.47,17.58,2026-07-28,2026-08-02,Aprovado,False,3137.5026
PC002085,2025-12-09,F007,U03,Silicone Base,158.07,19.57,2025-12-20,2025-12-25,Aprovado,False,3093.4299
PC002086,2024-11-25,F027,U02,Carga Mineral,667.59,15.66,2024-12-13,2024-12-18,Aprovado,False,10454.4594
PC002087,2025-03-28,F026,U02,Isocianato,146.6,14.12,2025-04-08,2025-04-08,Aprovado,True,2069.9919999999997
PC002088,2025-11-21,F019,U01,Embalagem,1254.85,7.73,2025-12-06,2025-12-06,Aprovado,True,9699.9905
PC002089,2024-09-14,F022,U01,Silicone Base,176.6,35.29,2024-09-24,2024-09-23,Aprovado,True,6232.214
PC002090,2025-08-01,F004,U01,Silicone Base,57.67,46.4,2025-08-15,2025-08-14,Aprovado,True,2675.888
PC002091,2026-05-13,F001,U01,Poliol,226.73,45.7,2026-06-04,2026-06-04,Aprovado,True,10361.561
PC002092,2025-06-12,F022,U02,Aditivo,311.05,19.41,2025-06-25,2025-06-25,Aprovado,True,6037.480500000001
PC002093,2024-07-10,F011,U01,Embalagem,239.57,3.73,2024-07-23,2024-07-23,Aprovado,True,893.5961
PC002094,2025-07-22,F021,U03,Aditivo,277.86,25.47,2025-08-03,2025-08-03,Aprovado,True,7077.0942000000005
PC002095,2024-04-08,F011,U03,Embalagem,306.2,14.88,2024-04-23,2024-04-21,Aprovado,True,4556.256
PC002096,2025-10-07,F005,U01,Solvente,467.09,4.39,2025-10-12,2025-10-17,Aprovado,False,2050.5251
PC002097,2024-12-19,F009,U01,Embalagem,362.92,43.28,2025-01-09,2025-01-08,Aprovado,True,15707.1776
PC002098,2025-01-22,F006,U02,Poliol,63.78,23.87,2025-01-27,2025-02-01,Aprovado,False,1522.4286000000002
PC002099,2024-03-28,F016,U03,Embalagem,277.64,20.66,2024-04-13,2024-04-13,Aprovado,True,5736.042399999999
PC002100,2025-10-15,F023,U01,Poliol,185.91,33.05,2025-10-24,2025-10-25,Aprovado,False,6144.325499999999
PC002101,2026-07-14,F013,U03,Isocianato,118.78,39.18,2026-08-01,2026-08-01,Aprovado,True,4653.8004
PC002102,2024-05-15,F003,U03,Isocianato,234.59,19.0,2024-05-24,2024-05-26,Aprovado,False,4457.21
PC002103,2026-01-28,F016,U03,Aditivo,315.61,39.73,2026-02-03,2026-02-03,Aprovado,True,12539.1853
PC002104,2025-07-19,F023,U01,Isocianato,141.69,41.41,2025-07-25,2025-07-25,Aprovado,True,5867.3829
PC002105,2024-02-22,F014,U02,Poliol,116.89,36.13,2024-02-27,2024-02-28,Aprovado,False,4223.2357
PC002106,2026-02-07,F029,U03,Isocianato,122.24,33.84,2026-02-13,2026-02-13,Aprovado,True,4136.6016
PC002107,2026-01-18,F015,U01,Solvente,156.21,29.61,2026-01-31,2026-01-31,Aprovado,True,4625.3781
PC002108,2024-01-01,F013,U01,Silicone Base,112.56,17.23,2024-01-22,2024-01-20,Aprovado,True,1939.4088000000002
PC002109,2026-05-28,F023,U01,Solvente,303.98,10.91,2026-06-11,2026-06-10,Aprovado,True,3316.4218
PC002110,2025-01-20,F026,U02,Embalagem,141.38,38.11,2025-02-05,2025-02-04,Aprovado,True,5387.9918
PC002111,2026-04-02,F011,U02,Embalagem,186.33,27.1,2026-04-20,2026-04-20,Aprovado,True,5049.543000000001
PC002112,2026-04-21,F005,U01,Embalagem,390.52,32.53,2026-05-02,2026-05-02,Aprovado,True,12703.6156
PC002113,2026-02-07,F001,U02,Pigmento,1006.4,5.81,2026-02-15,2026-02-15,Aprovado,True,5847.183999999999
PC002114,2025-05-07,F030,U03,Poliol,283.78,28.76,2025-05-13,2025-05-12,Aprovado,True,8161.5127999999995
PC002115,2024-04-12,F026,U03,Isocianato,273.61,27.98,2024-04-24,2024-04-24,Bloqueado,True,7655.607800000001
PC002116,2026-01-30,F026,U03,Embalagem,205.14,28.39,2026-02-03,2026-02-08,Aprovado,False,5823.924599999999
PC002117,2024-03-20,F007,U03,Aditivo,132.48,20.33,2024-04-13,2024-04-12,Aprovado,True,2693.3183999999997
PC002118,2026-06-11,F008,U03,Carga Mineral,115.04,44.36,2026-06-16,2026-06-17,Aprovado,False,5103.1744
PC002119,2024-11-03,F030,U02,Silicone Base,57.68,29.7,2024-11-27,2024-11-25,Aprovado,True,1713.096
PC002120,2026-05-29,F007,U02,Aditivo,186.3,20.41,2026-06-12,2026-06-13,Aprovado,False,3802.3830000000003
PC002121,2025-02-18,F005,U02,Carga Mineral,259.92,26.04,2025-03-07,2025-03-05,Aprovado,True,6768.3168000000005
PC002122,2025-11-16,F011,U03,Carga Mineral,257.91,44.0,2025-12-10,2025-12-10,Aprovado,True,11348.04
PC002123,2024-02-03,F013,U03,Aditivo,473.01,24.96,2024-02-12,2024-02-17,Aprovado,False,11806.329600000001
PC002124,2026-02-17,F019,U01,Carga Mineral,209.72,4.34,2026-03-02,2026-03-02,Aprovado,True,910.1848
PC002125,2024-10-02,F019,U01,Aditivo,862.81,6.48,2024-10-23,2024-10-23,Aprovado,True,5591.0088
PC002126,2024-01-10,F003,U02,Solvente,110.92,18.86,2024-01-31,2024-02-02,Aprovado,False,2091.9512
PC002127,2025-10-02,F025,U01,Isocianato,441.2,4.11,2025-10-09,2025-10-08,Reprovado,True,1813.332
PC002128,2026-06-02,F001,U02,Solvente,242.17,33.1,2026-06-14,2026-06-14,Aprovado,True,8015.827
PC002129,2025-09-15,F004,U01,Solvente,552.22,27.21,2025-10-07,2025-10-12,Aprovado,False,15025.906200000001
PC002130,2025-05-25,F006,U02,Solvente,357.54,4.94,2025-06-12,2025-06-11,Aprovado,True,1766.2476000000001
PC002131,2025-12-07,F007,U03,Carga Mineral,235.36,29.99,2025-12-26,2025-12-24,Reprovado,True,7058.4464
PC002132,2026-06-24,F014,U03,Aditivo,165.81,44.27,2026-07-05,2026-07-06,Aprovado,False,7340.408700000001
PC002133,2024-12-23,F012,U01,Isocianato,278.53,19.31,2025-01-15,2025-01-13,Aprovado,True,5378.4142999999995
PC002134,2024-10-05,F002,U01,Silicone Base,342.13,41.79,2024-10-22,2024-10-21,Aprovado,True,14297.6127
PC002135,2024-08-17,F001,U02,Poliol,559.04,15.07,2024-08-28,2024-08-30,Aprovado,False,8424.7328
PC002136,2026-03-28,F011,U03,Poliol,1677.91,37.23,2026-04-11,2026-04-12,Aprovado,False,62468.5893
PC002137,2024-12-23,F006,U01,Embalagem,158.61,25.56,2025-01-10,2025-01-09,Aprovado,True,4054.0716
PC002138,2025-08-19,F012,U01,Aditivo,145.22,33.74,2025-08-30,2025-08-31,Aprovado,False,4899.7228000000005
PC002139,2024-04-18,F025,U03,Silicone Base,753.53,14.18,2024-05-05,2024-05-05,Aprovado,True,10685.0554
PC002140,2026-02-20,F005,U03,Silicone Base,130.64,33.94,2026-02-26,2026-02-28,Aprovado,False,4433.9216
PC002141,2024-06-26,F028,U03,Poliol,109.74,17.47,2024-07-08,2024-07-13,Aprovado,False,1917.1577999999997
PC002142,2025-12-10,F003,U01,Pigmento,222.95,41.6,2025-12-27,2025-12-27,Aprovado,True,9274.72
PC002143,2025-11-13,F029,U01,Aditivo,167.82,38.92,2025-11-20,2025-11-22,Aprovado,False,6531.5544
PC002144,2024-07-20,F022,U02,Silicone Base,209.03,47.27,2024-08-07,2024-08-09,Aprovado,False,9880.848100000001
PC002145,2025-05-18,F005,U03,Solvente,709.67,5.56,2025-06-02,2025-06-02,Aprovado,True,3945.7651999999994
PC002146,2024-01-30,F014,U02,Poliol,157.94,41.01,2024-02-16,2024-02-16,Aprovado,True,6477.1194
PC002147,2025-03-15,F018,U01,Silicone Base,146.15,31.39,2025-03-27,2025-03-27,Aprovado,True,4587.6485
PC002148,2024-05-30,F022,U03,Isocianato,471.97,12.2,2024-06-14,2024-06-13,Aprovado,True,5758.034
PC002149,2025-07-28,F009,U01,Carga Mineral,94.13,46.21,2025-08-15,2025-08-20,Aprovado,False,4349.7473
PC002150,2025-05-02,F018,U01,Isocianato,130.59,41.93,2025-05-20,2025-05-22,Aprovado,False,5475.6387
PC002151,2024-06-02,F016,U01,Carga Mineral,46.82,8.45,2024-06-23,2024-06-23,Aprovado,True,395.62899999999996
PC002152,2024-08-15,F010,U03,Carga Mineral,627.3,13.26,2024-09-01,2024-09-01,Aprovado,True,8317.998
PC002153,2025-04-17,F024,U01,Embalagem,177.32,31.53,2025-05-01,2025-05-03,Aprovado,False,5590.8996
PC002154,2025-05-25,F030,U03,Poliol,182.9,9.28,2025-06-16,2025-06-16,Reprovado,True,1697.312
PC002155,2025-03-28,F006,U01,Embalagem,155.48,27.06,2025-04-16,2025-04-16,Aprovado,True,4207.288799999999
PC002156,2024-03-15,F029,U01,Aditivo,235.63,25.52,2024-03-20,2024-03-21,Aprovado,False,6013.277599999999
PC002157,2025-05-28,F024,U03,Isocianato,183.34,20.88,2025-06-06,2025-06-05,Aprovado,True,3828.1392
PC002158,2025-11-12,F009,U02,Isocianato,198.21,32.12,2025-12-06,2025-12-06,Aprovado,True,6366.5052
PC002159,2025-03-06,F026,U03,Carga Mineral,151.32,12.46,2025-03-12,2025-03-12,Aprovado,True,1885.4472
PC002160,2026-04-03,F024,U03,Embalagem,165.51,41.05,2026-04-16,2026-04-16,Aprovado,True,6794.1855
PC002161,2025-03-31,F006,U02,Embalagem,281.32,46.15,2025-04-22,2025-04-22,Aprovado,True,12982.918
PC002162,2024-05-21,F021,U02,Solvente,212.16,45.49,2024-06-03,2024-06-08,Aprovado,False,9651.1584
PC002163,2026-05-11,F011,U03,Silicone Base,700.11,17.09,2026-05-23,2026-05-22,Aprovado,True,11964.8799
PC002164,2024-10-12,F024,U03,Poliol,62.11,31.49,2024-10-27,2024-10-27,Aprovado,True,1955.8438999999998
PC002165,2026-02-22,F008,U03,Aditivo,273.48,41.87,2026-03-03,2026-03-08,Aprovado,False,11450.6076
PC002166,2024-03-05,F018,U01,Solvente,144.19,14.5,2024-03-13,2024-03-18,Aprovado,False,2090.755
PC002167,2024-10-27,F029,U01,Solvente,672.15,17.59,2024-11-10,2024-11-12,Aprovado,False,11823.118499999999
PC002168,2026-01-27,F014,U03,Solvente,293.97,42.42,2026-02-04,2026-02-02,Aprovado,True,12470.207400000001
PC002169,2025-11-25,F017,U02,Silicone Base,343.97,20.49,2025-12-02,2025-12-02,Aprovado,True,7047.9453
PC002170,2025-06-26,F022,U03,Solvente,151.85,34.09,2025-07-07,2025-07-07,Aprovado,True,5176.5665
PC002171,2025-06-10,F024,U03,Poliol,108.07,32.39,2025-06-14,2025-06-14,Aprovado,True,3500.3873
PC002172,2024-03-07,F013,U02,Aditivo,284.97,24.52,2024-03-20,2024-03-18,Aprovado,True,6987.464400000001
PC002173,2025-02-25,F006,U01,Aditivo,110.93,45.56,2025-03-08,2025-03-13,Aprovado,False,5053.970800000001
PC002174,2026-07-06,F009,U03,Silicone Base,202.87,34.68,2026-07-24,2026-07-24,Aprovado,True,7035.5316
PC002175,2025-01-12,F009,U02,Pigmento,288.01,4.01,2025-01-17,2025-01-19,Aprovado,False,1154.9200999999998
PC002176,2024-01-05,F021,U02,Silicone Base,348.88,3.3,2024-01-21,2024-01-23,Aprovado,False,1151.3039999999999
PC002177,2024-07-12,F020,U01,Silicone Base,136.5,33.95,2024-07-30,2024-07-30,Aprovado,True,4634.175
PC002178,2024-01-14,F007,U02,Pigmento,654.31,11.7,2024-01-30,2024-02-01,Aprovado,False,7655.426999999999
PC002179,2024-02-22,F026,U01,Silicone Base,377.46,9.7,2024-03-14,2024-03-14,Aprovado,True,3661.3619999999996
PC002180,2026-04-25,F011,U01,Pigmento,568.68,9.24,2026-05-15,2026-05-15,Aprovado,True,5254.6032
PC002181,2024-02-06,F015,U02,Poliol,277.45,25.23,2024-02-12,2024-02-12,Aprovado,True,7000.0635
PC002182,2024-05-14,F021,U03,Carga Mineral,461.86,33.93,2024-06-05,2024-06-05,Aprovado,True,15670.9098
PC002183,2025-12-16,F013,U02,Embalagem,326.28,19.78,2025-12-23,2025-12-21,Aprovado,True,6453.8184
PC002184,2024-07-30,F030,U01,Isocianato,338.87,11.28,2024-08-10,2024-08-10,Aprovado,True,3822.4536
PC002185,2025-11-10,F013,U02,Aditivo,484.47,20.35,2025-11-23,2025-11-25,Bloqueado,False,9858.964500000002
PC002186,2024-07-05,F010,U03,Carga Mineral,185.58,46.03,2024-07-09,2024-07-10,Aprovado,False,8542.2474
PC002187,2024-11-01,F010,U03,Isocianato,158.97,14.01,2024-11-08,2024-11-06,Aprovado,True,2227.1697
PC002188,2024-05-21,F028,U03,Carga Mineral,118.27,35.08,2024-06-01,2024-06-03,Aprovado,False,4148.911599999999
PC002189,2026-02-14,F002,U01,Solvente,884.21,42.83,2026-02-18,2026-02-20,Aprovado,False,37870.7143
PC002190,2024-07-07,F021,U01,Silicone Base,154.78,20.67,2024-07-14,2024-07-15,Aprovado,False,3199.3026000000004
PC002191,2024-06-19,F009,U01,Solvente,341.05,45.0,2024-07-02,2024-07-07,Aprovado,False,15347.25
PC002192,2026-07-26,F022,U01,Isocianato,301.29,6.54,2026-08-07,2026-08-07,Aprovado,True,1970.4366000000002
PC002193,2025-01-06,F024,U03,Aditivo,153.79,25.49,2025-01-18,2025-01-16,Aprovado,True,3920.1070999999997
PC002194,2025-01-23,F025,U02,Aditivo,249.45,9.48,2025-02-10,2025-02-09,Reprovado,True,2364.786
PC002195,2025-09-16,F006,U01,Aditivo,140.27,35.66,2025-10-03,2025-10-04,Aprovado,False,5002.0282
PC002196,2024-01-05,F006,U02,Carga Mineral,118.4,38.06,2024-01-23,2024-01-21,Aprovado,True,4506.304
PC002197,2025-03-03,F019,U02,Isocianato,1142.31,41.58,2025-03-20,2025-03-20,Aprovado,True,47497.2498
PC002198,2025-11-15,F020,U03,Silicone Base,200.03,10.48,2025-11-30,2025-12-05,Aprovado,False,2096.3144
PC002199,2024-03-27,F023,U02,Pigmento,54.01,25.03,2024-04-11,2024-04-16,Aprovado,False,1351.8703
PC002200,2026-04-11,F024,U03,Solvente,230.35,27.45,2026-04-16,2026-04-17,Aprovado,False,6323.1075
PC002201,2025-04-09,F022,U01,Aditivo,891.61,5.48,2025-05-01,2025-05-01,Aprovado,True,4886.022800000001
PC002202,2025-03-02,F001,U03,Aditivo,261.97,41.66,2025-03-22,2025-03-24,Reprovado,False,10913.6702
PC002203,2025-08-18,F001,U01,Isocianato,349.05,12.31,2025-09-01,2025-09-02,Aprovado,False,4296.8055
PC002204,2024-08-23,F009,U02,Poliol,220.99,37.55,2024-09-14,2024-09-14,Aprovado,True,8298.1745
PC002205,2024-12-12,F023,U02,Solvente,259.28,7.96,2024-12-27,2024-12-27,Aprovado,True,2063.8687999999997
PC002206,2024-10-03,F023,U03,Solvente,60.57,31.79,2024-10-10,2024-10-08,Aprovado,True,1925.5203
PC002207,2024-07-01,F009,U03,Embalagem,237.79,32.87,2024-07-09,2024-07-11,Aprovado,False,7816.157299999999
PC002208,2025-06-17,F012,U01,Silicone Base,122.92,26.34,2025-07-11,2025-07-16,Aprovado,False,3237.7128000000002
PC002209,2025-12-01,F020,U01,Solvente,468.49,19.9,2025-12-10,2025-12-10,Aprovado,True,9322.951
PC002210,2025-01-19,F008,U01,Pigmento,616.76,39.29,2025-02-09,2025-02-08,Aprovado,True,24232.5004
PC002211,2025-11-10,F003,U01,Solvente,222.17,30.31,2025-11-24,2025-11-24,Reprovado,True,6733.972699999999
PC002212,2024-04-10,F029,U03,Silicone Base,294.34,12.98,2024-04-14,2024-04-12,Aprovado,True,3820.5332
PC002213,2024-01-19,F008,U02,Aditivo,62.99,32.62,2024-01-27,2024-01-28,Aprovado,False,2054.7338
PC002214,2024-05-06,F022,U03,Silicone Base,131.8,13.0,2024-05-22,2024-05-27,Aprovado,False,1713.4
PC002215,2024-07-03,F002,U03,Pigmento,139.34,3.22,2024-07-16,2024-07-16,Aprovado,True,448.67480000000006
PC002216,2024-08-01,F004,U03,Carga Mineral,164.48,22.7,2024-08-13,2024-08-18,Aprovado,False,3733.6959999999995
PC002217,2026-05-23,F023,U02,Solvente,152.58,6.52,2026-06-05,2026-06-04,Aprovado,True,994.8216
PC002218,2024-01-30,F002,U02,Pigmento,105.58,22.96,2024-02-05,2024-02-03,Aprovado,True,2424.1168000000002
PC002219,2024-04-19,F007,U01,Aditivo,264.68,31.5,2024-05-02,2024-05-02,Aprovado,True,8337.42
PC002220,2026-04-19,F019,U02,Isocianato,459.67,24.29,2026-05-06,2026-05-08,Aprovado,False,11165.3843
PC002221,2024-11-08,F018,U01,Solvente,251.97,11.48,2024-11-25,2024-11-24,Aprovado,True,2892.6156
PC002222,2025-07-31,F007,U02,Solvente,90.2,8.84,2025-08-23,2025-08-23,Aprovado,True,797.368
PC002223,2025-07-30,F030,U03,Poliol,242.36,39.28,2025-08-04,2025-08-03,Aprovado,True,9519.900800000001
PC002224,2025-05-03,F021,U02,Pigmento,133.11,4.47,2025-05-25,2025-05-24,Aprovado,True,595.0017
PC002225,2026-06-14,F028,U03,Silicone Base,223.48,21.61,2026-06-23,2026-06-21,Aprovado,True,4829.4028
PC002226,2025-06-18,F017,U02,Poliol,641.69,39.33,2025-07-06,2025-07-07,Aprovado,False,25237.6677
PC002227,2025-05-11,F025,U02,Aditivo,376.26,38.76,2025-05-17,2025-05-18,Aprovado,False,14583.837599999999
PC002228,2024-02-28,F026,U03,Aditivo,813.21,42.46,2024-03-16,2024-03-16,Aprovado,True,34528.8966
PC002229,2025-04-12,F011,U03,Isocianato,1480.37,13.96,2025-05-06,2025-05-11,Aprovado,False,20665.9652
PC002230,2026-01-04,F029,U01,Carga Mineral,54.8,20.04,2026-01-19,2026-01-24,Aprovado,False,1098.192
PC002231,2024-04-24,F012,U02,Isocianato,329.3,35.34,2024-05-02,2024-05-02,Aprovado,True,11637.462000000001
PC002232,2024-06-20,F004,U01,Isocianato,373.03,14.43,2024-07-06,2024-07-11,Reprovado,False,5382.822899999999
PC002233,2025-02-12,F026,U01,Silicone Base,252.83,43.38,2025-03-08,2025-03-13,Aprovado,False,10967.765400000002
PC002234,2025-10-19,F012,U03,Isocianato,311.53,18.42,2025-10-29,2025-10-29,Aprovado,True,5738.3826
PC002235,2026-01-15,F015,U01,Embalagem,212.91,47.65,2026-01-23,2026-01-28,Aprovado,False,10145.1615
PC002236,2026-04-09,F023,U01,Isocianato,178.77,31.62,2026-04-22,2026-04-24,Reprovado,False,5652.7074
PC002237,2024-08-01,F001,U01,Embalagem,479.49,5.93,2024-08-06,2024-08-06,Aprovado,True,2843.3757
PC002238,2025-07-25,F013,U03,Aditivo,325.24,5.13,2025-08-18,2025-08-17,Aprovado,True,1668.4812
PC002239,2025-02-28,F011,U01,Silicone Base,399.69,20.32,2025-03-07,2025-03-08,Aprovado,False,8121.7008
PC002240,2024-07-08,F024,U01,Solvente,344.22,22.73,2024-07-13,2024-07-12,Aprovado,True,7824.120600000001
PC002241,2024-10-18,F019,U03,Poliol,481.32,33.2,2024-10-25,2024-10-25,Aprovado,True,15979.824
PC002242,2026-06-07,F024,U03,Embalagem,82.18,17.08,2026-06-21,2026-06-26,Aprovado,False,1403.6344
PC002243,2026-05-12,F002,U03,Solvente,278.88,42.57,2026-05-23,2026-05-28,Aprovado,False,11871.9216
PC002244,2025-12-06,F020,U01,Aditivo,115.93,18.29,2025-12-13,2025-12-15,Aprovado,False,2120.3597
PC002245,2024-05-04,F004,U01,Pigmento,812.71,19.92,2024-05-08,2024-05-08,Aprovado,True,16189.183200000001
PC002246,2026-01-23,F016,U02,Carga Mineral,131.68,22.57,2026-01-31,2026-01-29,Aprovado,True,2972.0176
PC002247,2025-03-30,F021,U03,Carga Mineral,404.77,17.48,2025-04-18,2025-04-17,Aprovado,True,7075.3796
PC002248,2026-03-02,F027,U02,Carga Mineral,2747.73,5.25,2026-03-23,2026-03-23,Aprovado,True,14425.5825
PC002249,2025-10-06,F004,U02,Aditivo,217.89,37.13,2025-10-19,2025-10-20,Aprovado,False,8090.2557
PC002250,2024-09-30,F019,U01,Carga Mineral,40.62,8.69,2024-10-07,2024-10-09,Aprovado,False,352.98779999999994
PC002251,2025-12-30,F007,U03,Aditivo,117.37,7.28,2026-01-14,2026-01-14,Aprovado,True,854.4536
PC002252,2024-11-02,F003,U02,Silicone Base,134.94,32.72,2024-11-08,2024-11-10,Aprovado,False,4415.2368
PC002253,2025-06-20,F001,U02,Isocianato,215.62,28.96,2025-06-24,2025-06-26,Aprovado,False,6244.3552
PC002254,2024-02-29,F024,U01,Isocianato,541.53,17.94,2024-03-23,2024-03-23,Aprovado,True,9715.048200000001
PC002255,2024-01-18,F004,U02,Silicone Base,172.33,19.91,2024-02-02,2024-02-01,Aprovado,True,3431.0903000000003
PC002256,2024-06-23,F011,U02,Aditivo,218.41,46.6,2024-06-28,2024-06-30,Aprovado,False,10177.906
PC002257,2026-06-01,F001,U02,Carga Mineral,55.74,41.19,2026-06-21,2026-06-26,Aprovado,False,2295.9306
PC002258,2025-11-24,F013,U03,Silicone Base,301.67,42.0,2025-11-29,2025-12-01,Aprovado,False,12670.140000000001
PC002259,2024-02-21,F028,U01,Pigmento,178.09,32.78,2024-03-11,2024-03-12,Aprovado,False,5837.7902
PC002260,2026-03-22,F029,U03,Poliol,563.62,9.78,2026-04-03,2026-04-05,Aprovado,False,5512.2036
PC002261,2024-01-16,F007,U02,Poliol,210.91,34.87,2024-01-28,2024-01-30,Aprovado,False,7354.431699999999
PC002262,2026-07-31,F002,U01,Poliol,80.66,35.86,2026-08-22,2026-08-22,Aprovado,True,2892.4676
PC002263,2026-02-10,F027,U01,Silicone Base,351.64,29.59,2026-02-14,2026-02-14,Aprovado,True,10405.0276
PC002264,2024-10-05,F029,U01,Solvente,491.98,28.05,2024-10-13,2024-10-13,Aprovado,True,13800.039
PC002265,2024-04-18,F024,U01,Pigmento,168.16,27.24,2024-04-23,2024-04-23,Aprovado,True,4580.6784
PC002266,2024-04-15,F005,U03,Carga Mineral,233.76,43.01,2024-05-05,2024-05-07,Aprovado,False,10054.0176
PC002267,2024-07-02,F028,U01,Embalagem,721.98,29.65,2024-07-15,2024-07-17,Aprovado,False,21406.707
PC002268,2026-03-08,F005,U01,Carga Mineral,296.52,6.59,2026-03-26,2026-03-25,Aprovado,True,1954.0667999999998
PC002269,2025-01-28,F029,U01,Poliol,192.56,44.47,2025-02-13,2025-02-13,Aprovado,True,8563.1432
PC002270,2025-07-23,F007,U01,Silicone Base,248.35,47.31,2025-07-27,2025-07-29,Aprovado,False,11749.4385
PC002271,2024-12-23,F024,U03,Aditivo,399.4,16.3,2025-01-09,2025-01-09,Aprovado,True,6510.22
PC002272,2025-08-07,F026,U02,Pigmento,261.86,44.11,2025-08-22,2025-08-23,Aprovado,False,11550.6446
PC002273,2024-06-19,F012,U01,Poliol,106.35,39.22,2024-06-24,2024-06-24,Aprovado,True,4171.047
PC002274,2025-05-10,F018,U03,Aditivo,106.57,29.31,2025-05-16,2025-05-16,Aprovado,True,3123.5667
PC002275,2026-03-02,F024,U03,Carga Mineral,250.71,45.56,2026-03-22,2026-03-24,Aprovado,False,11422.347600000001
PC002276,2024-12-18,F023,U02,Solvente,363.47,40.19,2025-01-09,2025-01-09,Aprovado,True,14607.8593
PC002277,2026-04-25,F024,U01,Poliol,263.5,34.39,2026-05-03,2026-05-08,Aprovado,False,9061.765
PC002278,2024-07-31,F005,U03,Silicone Base,501.6,8.98,2024-08-20,2024-08-21,Aprovado,False,4504.368
PC002279,2025-09-08,F020,U03,Solvente,392.68,15.12,2025-09-21,2025-09-19,Aprovado,True,5937.3216
PC002280,2025-08-23,F021,U01,Poliol,455.32,25.89,2025-09-02,2025-09-04,Aprovado,False,11788.2348
PC002281,2026-04-12,F018,U01,Poliol,245.01,20.68,2026-04-16,2026-04-17,Aprovado,False,5066.806799999999
PC002282,2024-09-23,F006,U02,Isocianato,166.49,23.51,2024-10-14,2024-10-13,Aprovado,True,3914.1799000000005
PC002283,2026-07-24,F030,U02,Silicone Base,601.59,8.0,2026-07-29,2026-07-31,Aprovado,False,4812.72
PC002284,2024-10-21,F021,U02,Solvente,167.89,36.68,2024-11-03,2024-11-04,Aprovado,False,6158.205199999999
PC002285,2025-05-04,F006,U03,Aditivo,304.92,7.02,2025-05-19,2025-05-21,Aprovado,False,2140.5384
PC002286,2024-03-01,F002,U03,Solvente,295.2,36.63,2024-03-23,2024-03-21,Aprovado,True,10813.176
PC002287,2025-08-11,F013,U02,Embalagem,193.7,30.98,2025-08-21,2025-08-21,Aprovado,True,6000.826
PC002288,2024-07-05,F014,U02,Pigmento,598.51,16.25,2024-07-18,2024-07-18,Reprovado,True,9725.7875
PC002289,2024-04-04,F007,U03,Pigmento,162.78,8.13,2024-04-11,2024-04-09,Aprovado,True,1323.4014000000002
