medicao_id,calibracao_id,ponto,erro,tolerancia
ME02974,CA05781,50%,0.3083,0.445
ME02975,CA02667,75%,-0.3439,0.188
ME02976,CA01117,100%,0.0688,0.456
ME02977,CA06812,25%,0.046,0.444
ME02978,CA03428,100%,0.1573,0.48
ME02979,CA00655,100%,-0.0998,0.392
ME02980,CA07003,25%,-0.1896,0.479
ME02981,CA02803,50%,0.0231,0.427
ME02982,CA01219,25%,0.0509,0.188
ME02983,CA01808,25%,-0.0689,0.315
ME02984,CA04352,50%,-0.3014,0.271
ME02985,CA00282,25%,0.3057,0.172
ME02986,CA00117,25%,-0.2267,0.183
ME02987,CA01315,100%,0.001,0.142
ME02988,CA00465,25%,0.0501,0.276
ME02989,CA00975,50%,-0.0853,0.19
ME02990,CA01564,75%,-0.111,0.427
ME02991,CA00372,25%,0.2637,0.178
ME02992,CA04065,100%,-0.239,0.446
ME02993,CA04870,25%,0.0792,0.448
ME02994,CA03704,75%,0.1706,0.189
ME02995,CA02565,75%,-0.2886,0.353
ME02996,CA04751,100%,0.0752,0.486
ME02997,CA06983,50%,-0.1553,0.142
ME02998,CA04677,100%,0.0782,0.473
ME02999,CA02126,75%,0.2778,0.256
ME03000,CA07198,25%,0.2999,0.471
ME03001,CA04153,100%,-0.0503,0.347
ME03002,CA04886,75%,-0.0263,0.332
ME03003,CA05847,50%,0.0133,0.284
ME03004,CA04840,75%,0.1263,0.316
ME03005,CA02369,100%,0.1344,0.133
ME03006,CA00914,100%,0.0579,0.226
ME03007,CA06903,75%,-0.1729,0.281
ME03008,CA05590,100%,0.013,0.315
ME03009,CA04834,75%,0.1883,0.458
ME03010,CA02489,100%,-0.0725,0.486
ME03011,CA06893,75%,0.0907,0.321
ME03012,CA06103,75%,0.2175,0.3
ME03013,CA06290,25%,-0.1818,0.419
ME03014,CA02373,100%,-0.371,0.1
ME03015,CA03523,50%,-0.1544,0.308
ME03016,CA02662,50%,0.235,0.264
ME03017,CA06813,25%,0.0889,0.177
ME03018,CA03269,25%,0.0536,0.483
ME03019,CA04908,25%,0.178,0.111
ME03020,CA01738,100%,0.0761,0.331
ME03021,CA06479,100%,-0.1625,0.446
ME03022,CA00647,100%,0.1328,0.132
ME03023,CA05810,50%,-0.0523,0.376
ME03024,CA05942,100%,-0.1083,0.416
ME03025,CA02155,50%,-0.1568,0.46
ME03026,CA00140,25%,-0.1237,0.113
ME03027,CA03527,75%,0.1525,0.158
ME03028,CA05610,50%,0.0664,0.358
ME03029,CA04826,75%,-0.105,0.244
ME03030,CA04162,25%,-0.0692,0.478
ME03031,CA03236,100%,-0.0062,0.421
ME03032,CA06306,50%,-0.0302,0.483
ME03033,CA02107,100%,0.1257,0.317
ME03034,CA03159,100%,-0.276,0.337
ME03035,CA02765,25%,0.0404,0.301
ME03036,CA02678,25%,-0.3286,0.385
ME03037,CA04130,75%,-0.2457,0.489
ME03038,CA01618,50%,-0.1571,0.372
ME03039,CA03473,75%,-0.0292,0.37
ME03040,CA07099,25%,-0.0817,0.306
ME03041,CA02166,25%,0.0124,0.128
ME03042,CA02235,25%,-0.0468,0.307
ME03043,CA05368,25%,-0.2831,0.23
ME03044,CA01757,75%,-0.0885,0.112
ME03045,CA07062,25%,-0.042,0.498
ME03046,CA02996,25%,-0.0432,0.186
ME03047,CA01673,50%,-0.0386,0.206
ME03048,CA05046,25%,-0.2034,0.16
ME03049,CA05863,100%,-0.3046,0.443
ME03050,CA00209,50%,-0.1472,0.344
ME03051,CA05199,100%,-0.205,0.16
ME03052,CA00439,25%,0.0827,0.256
ME03053,CA05735,25%,-0.2416,0.47
ME03054,CA03172,25%,0.0795,0.414
ME03055,CA00507,25%,0.4385,0.133
ME03056,CA01981,50%,-0.3313,0.28
ME03057,CA04784,50%,0.0936,0.487
ME03058,CA04455,50%,0.0481,0.126
ME03059,CA01224,75%,0.0393,0.467
ME03060,CA05105,25%,0.0508,0.475
ME03061,CA04163,100%,-0.3794,0.204
ME03062,CA02255,25%,-0.0706,0.421
ME03063,CA03381,50%,0.3742,0.238
ME03064,CA06889,75%,-0.2985,0.475
ME03065,CA05550,50%,-0.2747,0.272
ME03066,CA01848,50%,0.0257,0.135
ME03067,CA00671,25%,0.0598,0.475
ME03068,CA02427,75%,0.0368,0.297
ME03069,CA04654,100%,-0.2441,0.168
ME03070,CA06006,25%,-0.0248,0.264
ME03071,CA03859,50%,0.0083,0.203
ME03072,CA07099,75%,-0.0206,0.202
ME03073,CA04384,50%,-0.3573,0.497
ME03074,CA06457,100%,0.0756,0.389
ME03075,CA02432,75%,-0.0743,0.224
ME03076,CA05807,25%,0.1977,0.164
ME03077,CA00250,100%,0.2002,0.233
ME03078,CA04119,25%,0.1397,0.164
ME03079,CA02846,75%,-0.1134,0.422
ME03080,CA00047,100%,0.0855,0.331
ME03081,CA00132,50%,0.1755,0.128
ME03082,CA00216,75%,0.0713,0.424
ME03083,CA00470,25%,-0.0793,0.304
ME03084,CA05606,75%,-0.0901,0.35
ME03085,CA04441,100%,0.1751,0.315
ME03086,CA01093,100%,-0.3461,0.279
ME03087,CA02805,25%,0.0453,0.173
ME03088,CA06993,25%,-0.1884,0.203
ME03089,CA02117,75%,-0.0959,0.276
ME03090,CA02563,25%,-0.0396,0.125
ME03091,CA00555,100%,0.2054,0.41
ME03092,CA03443,100%,-0.1482,0.151
ME03093,CA06025,75%,0.4044,0.338
ME03094,CA06032,25%,0.4655,0.11
ME03095,CA00409,25%,0.1571,0.444
ME03096,CA02690,75%,-0.2632,0.345
ME03097,CA04300,100%,-0.2114,0.36
ME03098,CA06139,50%,-0.0069,0.477
ME03099,CA06194,25%,0.0903,0.126
ME03100,CA02494,75%,-0.1718,0.141
ME03101,CA05927,100%,0.0932,0.412
ME03102,CA05258,100%,-0.3067,0.368
ME03103,CA06400,25%,0.2674,0.272
ME03104,CA02051,75%,-0.1114,0.106
ME03105,CA00762,75%,0.0215,0.126
ME03106,CA01591,25%,-0.1814,0.23
ME03107,CA01550,100%,0.0782,0.127
ME03108,CA04343,25%,-0.2082,0.194
ME03109,CA00749,50%,0.0214,0.427
ME03110,CA03371,75%,-0.0364,0.104
ME03111,CA04064,25%,-0.2997,0.187
ME03112,CA01116,75%,0.001,0.136
ME03113,CA00566,50%,0.0512,0.266
ME03114,CA06766,50%,0.2764,0.172
ME03115,CA06694,50%,-0.5489,0.388
ME03116,CA05631,50%,0.1019,0.258
ME03117,CA04067,100%,0.31,0.146
ME03118,CA05407,25%,-0.0264,0.494
ME03119,CA04652,50%,-0.0892,0.162
ME03120,CA06490,75%,-0.2659,0.475
ME03121,CA00176,75%,0.0607,0.483
ME03122,CA04251,100%,0.1422,0.458
ME03123,CA05771,50%,-0.0189,0.251
ME03124,CA03000,75%,0.0102,0.146
ME03125,CA06198,100%,-0.0491,0.432
ME03126,CA07035,75%,-0.0107,0.199
ME03127,CA02021,75%,-0.4858,0.254
ME03128,CA04809,75%,0.1418,0.345
ME03129,CA01171,50%,-0.0216,0.25
ME03130,CA06746,100%,0.2119,0.422
ME03131,CA06682,50%,-0.0699,0.482
ME03132,CA05578,25%,0.1733,0.263
ME03133,CA05014,25%,0.1891,0.23
ME03134,CA03969,25%,-0.1548,0.409
ME03135,CA05383,75%,0.0986,0.499
ME03136,CA00946,100%,-0.0875,0.153
ME03137,CA06608,25%,-0.0611,0.406
ME03138,CA04732,75%,-0.1532,0.28
ME03139,CA05579,50%,-0.1443,0.139
ME03140,CA00608,25%,-0.0834,0.206
ME03141,CA06801,50%,-0.3188,0.465
ME03142,CA00777,50%,-0.0559,0.32
ME03143,CA02885,75%,0.1195,0.279
ME03144,CA05230,100%,-0.4024,0.281
ME03145,CA00974,50%,-0.1052,0.261
ME03146,CA03889,50%,0.0779,0.455
ME03147,CA02019,75%,-0.2259,0.161
ME03148,CA05046,75%,0.0844,0.205
ME03149,CA04922,50%,0.1601,0.461
ME03150,CA01877,100%,-0.2643,0.139
ME03151,CA05918,75%,-0.0983,0.244
ME03152,CA05542,50%,-0.3361,0.409
ME03153,CA04846,50%,-0.1223,0.366
ME03154,CA01306,100%,0.1642,0.196
ME03155,CA06978,50%,-0.3558,0.461
ME03156,CA06405,100%,0.2123,0.462
ME03157,CA00493,75%,-0.1696,0.336
ME03158,CA06234,75%,0.2463,0.322
ME03159,CA00646,25%,-0.1635,0.129
ME03160,CA03471,100%,0.3374,0.438
ME03161,CA00208,25%,0.1495,0.146
ME03162,CA06455,100%,0.1539,0.162
ME03163,CA06605,25%,-0.2517,0.394
ME03164,CA00778,50%,0.1042,0.441
ME03165,CA01153,50%,0.0137,0.261
ME03166,CA02200,25%,-0.0155,0.391
ME03167,CA05003,75%,0.0753,0.412
ME03168,CA00545,75%,-0.18,0.372
ME03169,CA02120,75%,0.0289,0.174
ME03170,CA04830,75%,0.0563,0.276
ME03171,CA04376,100%,0.2881,0.145
ME03172,CA06835,25%,-0.3979,0.276
ME03173,CA04484,50%,0.0244,0.427
ME03174,CA02754,75%,0.1987,0.384
ME03175,CA04658,50%,-0.1568,0.203
ME03176,CA01342,25%,-0.2021,0.474
ME03177,CA04873,50%,0.2108,0.486
ME03178,CA02757,100%,-0.147,0.24
ME03179,CA02795,50%,0.1472,0.127
ME03180,CA06848,75%,0.0272,0.348
ME03181,CA07088,50%,-0.2251,0.261
ME03182,CA04341,50%,-0.1094,0.162
ME03183,CA02864,25%,0.0329,0.411
ME03184,CA04671,50%,-0.0125,0.24
ME03185,CA00534,100%,-0.1839,0.463
ME03186,CA01431,100%,0.0641,0.318
ME03187,CA01371,75%,0.2876,0.209
ME03188,CA04835,50%,-0.0169,0.429
ME03189,CA04865,100%,-0.2484,0.114
ME03190,CA04684,50%,-0.1364,0.302
ME03191,CA05716,50%,0.1145,0.328
ME03192,CA03382,75%,-0.0313,0.145
ME03193,CA03257,75%,-0.3279,0.232
ME03194,CA05623,50%,0.0514,0.288
ME03195,CA06502,25%,0.1246,0.179
ME03196,CA05374,50%,-0.0717,0.488
ME03197,CA00196,25%,0.0435,0.461
ME03198,CA01898,75%,-0.0319,0.476
ME03199,CA01134,100%,-0.1032,0.461
ME03200,CA02531,25%,-0.533,0.322
ME03201,CA05234,100%,0.0654,0.188
ME03202,CA00843,50%,-0.1101,0.24
ME03203,CA02835,100%,-0.0764,0.403
ME03204,CA03204,75%,-0.0937,0.121
ME03205,CA05816,100%,-0.013,0.489
ME03206,CA04451,75%,0.1601,0.293
ME03207,CA07080,50%,0.3236,0.234
ME03208,CA00094,75%,-0.0415,0.128
ME03209,CA06327,100%,-0.0958,0.401
ME03210,CA05253,75%,0.1135,0.213
ME03211,CA05884,100%,0.1257,0.406
ME03212,CA04963,75%,0.1539,0.218
ME03213,CA05286,50%,0.0012,0.24
ME03214,CA06856,50%,0.0854,0.297
ME03215,CA04899,25%,0.2632,0.281
ME03216,CA01471,75%,0.3783,0.476
ME03217,CA05841,50%,0.0587,0.244
ME03218,CA00578,75%,0.0465,0.453
ME03219,CA04245,100%,0.0348,0.139
ME03220,CA00955,50%,-0.1648,0.254
ME03221,CA06794,75%,-0.1967,0.135
ME03222,CA03731,75%,-0.1292,0.396
ME03223,CA03564,75%,-0.3799,0.295
ME03224,CA01205,100%,0.1639,0.448
ME03225,CA04620,50%,-0.0237,0.27
ME03226,CA02354,50%,-0.1148,0.211
ME03227,CA01630,75%,0.0233,0.207
ME03228,CA03126,100%,-0.0082,0.484
ME03229,CA03358,100%,-0.0016,0.395
ME03230,CA06758,50%,0.1532,0.187
ME03231,CA00995,75%,0.0525,0.101
ME03232,CA07075,100%,0.0052,0.454
ME03233,CA05115,50%,-0.0662,0.121
ME03234,CA02632,50%,0.3388,0.245
ME03235,CA04912,100%,-0.0049,0.47
ME03236,CA05038,100%,-0.147,0.298
ME03237,CA03415,75%,0.1122,0.384
ME03238,CA04063,100%,-0.0677,0.14
ME03239,CA06130,100%,0.2678,0.329
ME03240,CA06624,75%,0.0797,0.449
ME03241,CA02923,75%,0.0893,0.452
ME03242,CA04356,100%,0.1589,0.133
ME03243,CA03342,50%,0.3213,0.155
ME03244,CA00874,75%,0.21,0.201
ME03245,CA03840,50%,0.079,0.2
ME03246,CA04012,100%,-0.198,0.377
ME03247,CA06445,25%,-0.0032,0.305
ME03248,CA01861,100%,0.013,0.285
ME03249,CA02538,50%,0.3212,0.488
ME03250,CA06796,25%,-0.3598,0.43
ME03251,CA02753,75%,0.0918,0.409
ME03252,CA01397,50%,0.3211,0.221
ME03253,CA05637,25%,-0.296,0.227
ME03254,CA02581,100%,-0.2177,0.442
ME03255,CA05456,100%,0.0197,0.391
ME03256,CA01645,100%,0.0987,0.2
ME03257,CA04260,100%,0.2419,0.351
ME03258,CA00600,75%,-0.075,0.47
ME03259,CA04336,100%,-0.0505,0.342
ME03260,CA00240,100%,0.2459,0.225
ME03261,CA03887,75%,-0.0393,0.452
ME03262,CA04815,75%,-0.0287,0.38
ME03263,CA06886,50%,-0.225,0.316
ME03264,CA04095,100%,0.516,0.48
ME03265,CA03111,50%,0.1612,0.496
ME03266,CA02698,50%,0.1557,0.448
ME03267,CA03972,25%,0.1918,0.202
ME03268,CA01509,100%,-0.0404,0.362
ME03269,CA03927,50%,0.1277,0.264
ME03270,CA06958,75%,-0.3767,0.177
ME03271,CA05863,50%,-0.3161,0.479
ME03272,CA00981,75%,-0.2121,0.471
ME03273,CA02054,75%,-0.0812,0.401
ME03274,CA02521,75%,-0.0787,0.405
ME03275,CA04891,25%,0.0224,0.455
ME03276,CA01891,100%,-0.3942,0.216
ME03277,CA00708,25%,-0.0792,0.178
ME03278,CA00426,25%,0.2113,0.112
ME03279,CA03770,50%,-0.1483,0.103
ME03280,CA01601,25%,0.4136,0.192
ME03281,CA00104,25%,0.3003,0.168
ME03282,CA03013,100%,0.1798,0.168
ME03283,CA06038,50%,-0.3088,0.18
ME03284,CA00392,75%,-0.0884,0.271
ME03285,CA05776,100%,0.1755,0.337
ME03286,CA07086,75%,0.0957,0.483
ME03287,CA04959,25%,-0.0027,0.372
ME03288,CA01690,100%,0.1701,0.425
ME03289,CA05146,100%,-0.0267,0.24
ME03290,CA02778,50%,-0.1357,0.141
ME03291,CA03146,50%,-0.0074,0.346
ME03292,CA05627,100%,-0.2687,0.416
ME03293,CA02557,50%,-0.2888,0.431
ME03294,CA04883,50%,-0.1761,0.383
ME03295,CA04990,100%,-0.2671,0.165
ME03296,CA02538,75%,-0.0057,0.491
ME03297,CA06991,25%,-0.0204,0.488
ME03298,CA04564,100%,0.0514,0.415
ME03299,CA01116,25%,0.074,0.365
ME03300,CA00312,100%,0.2466,0.131
ME03301,CA06590,25%,0.1575,0.242
ME03302,CA03147,75%,-0.0249,0.244
ME03303,CA00077,75%,0.2256,0.193
ME03304,CA02177,50%,-0.0443,0.284
ME03305,CA02690,75%,0.2185,0.444
ME03306,CA00780,75%,0.4048,0.198
ME03307,CA03101,50%,0.199,0.451
ME03308,CA03572,100%,-0.0947,0.233
ME03309,CA01188,75%,0.1821,0.443
ME03310,CA06996,25%,-0.0366,0.231
ME03311,CA01200,50%,0.0374,0.125
ME03312,CA07084,100%,0.03,0.288
ME03313,CA01605,25%,-0.0974,0.347
ME03314,CA02964,75%,-0.106,0.484
ME03315,CA06937,25%,0.0587,0.16
ME03316,CA00006,100%,-0.2545,0.357
ME03317,CA00796,75%,-0.0589,0.477
ME03318,CA07037,100%,-0.0946,0.448
ME03319,CA00027,100%,0.2377,0.155
ME03320,CA04992,75%,-0.1794,0.382
ME03321,CA05462,50%,-0.2209,0.132
ME03322,CA03105,25%,0.1563,0.378
ME03323,CA06781,25%,-0.1345,0.123
ME03324,CA04910,50%,0.1657,0.187
ME03325,CA05459,75%,0.0393,0.316
ME03326,CA01445,75%,0.061,0.152
ME03327,CA03047,75%,0.2843,0.288
ME03328,CA03392,50%,-0.0371,0.328
ME03329,CA05539,100%,-0.1677,0.332
ME03330,CA04166,50%,0.1379,0.49
ME03331,CA02739,100%,0.2346,0.483
ME03332,CA02262,50%,0.0823,0.251
ME03333,CA01793,50%,0.2963,0.167
ME03334,CA04193,100%,-0.3521,0.162
ME03335,CA00547,100%,0.3304,0.109
ME03336,CA00304,100%,-0.3079,0.258
ME03337,CA06570,50%,-0.0398,0.229
ME03338,CA06190,75%,-0.1152,0.496
ME03339,CA06007,25%,-0.1662,0.268
ME03340,CA06346,100%,-0.3666,0.296
ME03341,CA04136,100%,0.0296,0.475
ME03342,CA03602,50%,0.1521,0.451
ME03343,CA05781,100%,0.0037,0.227
ME03344,CA04790,100%,0.4274,0.226
ME03345,CA05731,50%,-0.2189,0.276
ME03346,CA01808,50%,-0.0796,0.36
ME03347,CA04362,75%,-0.1147,0.207
ME03348,CA04244,50%,-0.205,0.365
ME03349,CA05061,100%,-0.1289,0.244
ME03350,CA05887,100%,0.3988,0.362
ME03351,CA03156,25%,-0.1288,0.181
ME03352,CA04615,50%,0.0611,0.24
ME03353,CA00502,50%,0.0775,0.145
ME03354,CA06778,25%,-0.0266,0.155
ME03355,CA05971,100%,0.3613,0.333
ME03356,CA05660,50%,0.0959,0.423
ME03357,CA00026,50%,0.6349,0.292
ME03358,CA03022,50%,0.0581,0.308
ME03359,CA04623,50%,-0.0432,0.412
ME03360,CA01542,25%,-0.0681,0.21
ME03361,CA04375,25%,0.2632,0.134
ME03362,CA01545,50%,-0.0759,0.139
ME03363,CA02531,50%,-0.0059,0.323
ME03364,CA02291,25%,0.0883,0.206
ME03365,CA01113,100%,0.0677,0.113
ME03366,CA03200,75%,-0.0301,0.396
ME03367,CA06741,50%,0.1604,0.219
ME03368,CA00572,50%,0.1205,0.125
ME03369,CA05931,50%,-0.1161,0.358
ME03370,CA03999,25%,0.0324,0.459
ME03371,CA04537,50%,0.2182,0.32
ME03372,CA06332,100%,-0.2662,0.496
ME03373,CA03801,50%,-0.1632,0.479
ME03374,CA03716,50%,0.1219,0.455
ME03375,CA04090,75%,0.0505,0.101
ME03376,CA05803,100%,-0.1491,0.226
ME03377,CA00640,100%,-0.0001,0.345
ME03378,CA01346,100%,-0.0796,0.455
ME03379,CA03038,75%,0.0348,0.37
ME03380,CA00669,50%,-0.3387,0.43
ME03381,CA04702,75%,0.2976,0.414
ME03382,CA00854,50%,0.0463,0.435
ME03383,CA04087,75%,-0.1845,0.148
ME03384,CA01064,50%,0.0418,0.448
ME03385,CA00507,100%,-0.2511,0.243
ME03386,CA00539,50%,0.1026,0.281
ME03387,CA04964,25%,0.1143,0.291
ME03388,CA01595,75%,0.0168,0.239
ME03389,CA01067,50%,-0.0417,0.382
ME03390,CA06881,100%,0.1143,0.108
ME03391,CA06904,50%,0.2922,0.22
ME03392,CA05459,25%,-0.2111,0.17
ME03393,CA07159,50%,0.1483,0.462
ME03394,CA02122,25%,0.2191,0.384
ME03395,CA01823,100%,-0.1946,0.242
ME03396,CA03661,25%,0.1082,0.213
ME03397,CA01564,75%,0.1055,0.181
ME03398,CA06206,25%,0.0626,0.349
ME03399,CA02341,50%,0.0565,0.203
ME03400,CA03651,75%,-0.1421,0.185
ME03401,CA05546,50%,-0.1366,0.396
ME03402,CA00459,50%,-0.1157,0.198
ME03403,CA06138,25%,0.0691,0.331
ME03404,CA01106,75%,0.0686,0.294
ME03405,CA06302,75%,0.0413,0.121
ME03406,CA07027,75%,0.0222,0.381
ME03407,CA05931,25%,0.0119,0.158
ME03408,CA03802,25%,0.2282,0.479
ME03409,CA02603,75%,0.159,0.286
ME03410,CA01776,25%,-0.0388,0.318
ME03411,CA06454,100%,0.1501,0.327
ME03412,CA04528,25%,-0.1581,0.47
ME03413,CA01797,75%,0.2982,0.141
ME03414,CA00027,25%,-0.1319,0.314
ME03415,CA02765,25%,-0.0944,0.316
ME03416,CA03095,50%,-0.1068,0.121
ME03417,CA05363,75%,-0.4088,0.443
ME03418,CA06831,75%,-0.2421,0.415
ME03419,CA03893,50%,-0.0143,0.197
ME03420,CA05754,25%,0.0209,0.129
ME03421,CA06384,25%,0.2297,0.184
ME03422,CA06463,75%,0.1811,0.165
ME03423,CA00282,50%,0.1141,0.32
ME03424,CA06046,100%,0.068,0.398
ME03425,CA06487,75%,-0.1172,0.446
ME03426,CA04250,75%,-0.0896,0.393
ME03427,CA03789,50%,-0.1216,0.111
ME03428,CA01413,50%,-0.0709,0.241
ME03429,CA04607,100%,0.111,0.19
ME03430,CA05086,25%,-0.4877,0.112
ME03431,CA02171,75%,-0.0094,0.499
ME03432,CA04173,75%,0.2541,0.407
ME03433,CA00468,75%,-0.1317,0.417
ME03434,CA02743,75%,-0.0076,0.401
ME03435,CA03026,75%,-0.2289,0.231
ME03436,CA02896,50%,-0.0048,0.271
ME03437,CA00351,25%,-0.1051,0.497
ME03438,CA00217,100%,-0.0946,0.126
ME03439,CA03591,75%,0.2852,0.34
ME03440,CA01801,25%,0.1915,0.24
ME03441,CA04060,100%,0.007,0.398
ME03442,CA00508,50%,-0.0107,0.48
ME03443,CA03867,75%,-0.024,0.489
ME03444,CA03740,100%,-0.1513,0.253
ME03445,CA05977,100%,-0.0457,0.39
ME03446,CA00375,50%,0.0094,0.316
ME03447,CA01799,75%,-0.0895,0.308
ME03448,CA02693,75%,0.0155,0.339
ME03449,CA04122,50%,0.0603,0.464
ME03450,CA06567,25%,-0.1541,0.488
ME03451,CA00240,100%,-0.0956,0.191
ME03452,CA02315,100%,0.0041,0.276
ME03453,CA04151,50%,-0.111,0.417
ME03454,CA03599,100%,0.0072,0.126
ME03455,CA02550,50%,-0.0311,0.278
ME03456,CA05883,50%,-0.1067,0.303
ME03457,CA06131,100%,-0.0671,0.124
ME03458,CA05808,75%,0.1626,0.306
ME03459,CA05678,100%,0.3366,0.33
ME03460,CA05296,25%,0.165,0.3
ME03461,CA05103,100%,0.1659,0.224
ME03462,CA02807,75%,0.1629,0.409
ME03463,CA04881,50%,-0.1732,0.122
ME03464,CA06362,75%,0.0412,0.413
ME03465,CA02742,50%,-0.212,0.118
ME03466,CA01646,25%,0.2033,0.325
ME03467,CA04613,75%,0.0026,0.405
ME03468,CA02347,75%,-0.1968,0.105
ME03469,CA00290,100%,-0.0703,0.322
ME03470,CA05041,50%,-0.0862,0.225
ME03471,CA05768,75%,0.0097,0.428
ME03472,CA05842,25%,-0.1781,0.101
ME03473,CA02527,75%,0.1279,0.441
ME03474,CA01730,25%,0.1879,0.291
ME03475,CA01266,100%,0.191,0.426
ME03476,CA06455,100%,0.0987,0.341
ME03477,CA00531,100%,-0.0502,0.405
ME03478,CA03332,100%,0.0,0.408
ME03479,CA05506,100%,0.006,0.359
ME03480,CA06099,75%,0.2978,0.319
ME03481,CA05570,25%,-0.063,0.164
ME03482,CA00962,75%,-0.0788,0.308
ME03483,CA03744,100%,-0.0249,0.436
ME03484,CA02366,25%,0.1495,0.5
ME03485,CA06041,25%,-0.0748,0.109
ME03486,CA03939,25%,0.0856,0.391
ME03487,CA03868,100%,-0.1669,0.372
ME03488,CA03469,100%,-0.0236,0.446
ME03489,CA05277,75%,0.0664,0.109
ME03490,CA06468,75%,0.078,0.156
ME03491,CA00857,50%,0.0018,0.126
ME03492,CA06833,25%,0.1964,0.262
ME03493,CA04209,100%,0.1409,0.397
ME03494,CA05364,25%,0.0454,0.149
ME03495,CA02205,100%,0.2241,0.206
ME03496,CA05846,100%,-0.0895,0.144
ME03497,CA06488,100%,-0.0213,0.357
ME03498,CA00636,100%,-0.03,0.374
ME03499,CA02934,100%,-0.2843,0.202
ME03500,CA01054,100%,-0.3046,0.154
ME03501,CA01236,50%,-0.1029,0.489
ME03502,CA06107,100%,-0.1631,0.442
ME03503,CA01700,100%,-0.1674,0.321
ME03504,CA06784,75%,-0.2678,0.449
ME03505,CA03398,100%,0.0492,0.128
ME03506,CA03627,50%,-0.0047,0.213
ME03507,CA02268,100%,0.1212,0.28
ME03508,CA03774,25%,0.4279,0.13
ME03509,CA06963,75%,-0.0402,0.462
ME03510,CA06874,25%,0.2566,0.153
ME03511,CA03605,100%,0.1637,0.47
ME03512,CA06838,25%,-0.2487,0.159
ME03513,CA06973,75%,0.0994,0.301
ME03514,CA05912,100%,0.0897,0.104
ME03515,CA01215,100%,-0.0257,0.149
ME03516,CA00325,25%,-0.0282,0.48
ME03517,CA06711,25%,0.0701,0.307
ME03518,CA02263,25%,-0.0353,0.159
ME03519,CA06850,25%,0.1964,0.128
ME03520,CA05840,100%,0.058,0.421
ME03521,CA03295,75%,-0.1056,0.39
ME03522,CA04910,25%,0.1169,0.226
ME03523,CA06945,25%,-0.0862,0.207
ME03524,CA05199,100%,-0.1431,0.339
ME03525,CA04533,50%,0.2801,0.404
ME03526,CA07123,50%,-0.1905,0.298
ME03527,CA01053,100%,-0.2031,0.128
ME03528,CA01811,25%,-0.1121,0.283
ME03529,CA01653,100%,0.1876,0.481
ME03530,CA00499,75%,0.1182,0.258
ME03531,CA06923,25%,0.3214,0.339
ME03532,CA03558,100%,0.0663,0.221
ME03533,CA05759,50%,-0.0712,0.11
ME03534,CA00556,100%,0.2691,0.411
ME03535,CA06618,25%,-0.1045,0.312
ME03536,CA06265,25%,-0.1215,0.372
ME03537,CA01024,25%,-0.0765,0.168
ME03538,CA04396,25%,-0.097,0.39
ME03539,CA00473,75%,0.0126,0.359
ME03540,CA02536,25%,-0.0711,0.175
ME03541,CA06285,100%,0.159,0.379
ME03542,CA04654,50%,-0.1794,0.109
ME03543,CA03827,50%,0.0217,0.22
ME03544,CA02909,50%,0.2686,0.254
ME03545,CA07076,75%,0.1133,0.284
ME03546,CA04753,50%,-0.0529,0.499
ME03547,CA06359,75%,-0.2127,0.305
ME03548,CA06409,25%,-0.0563,0.178
ME03549,CA00373,50%,-0.0268,0.281
ME03550,CA02474,100%,-0.1467,0.312
ME03551,CA07165,25%,-0.1543,0.366
ME03552,CA00339,25%,-0.0449,0.193
ME03553,CA00074,50%,0.0994,0.125
ME03554,CA00283,100%,0.0378,0.298
ME03555,CA05727,50%,-0.0033,0.126
ME03556,CA01820,75%,-0.0971,0.492
ME03557,CA00482,50%,0.0257,0.176
ME03558,CA07006,75%,-0.3293,0.288
ME03559,CA06522,25%,0.0932,0.343
ME03560,CA04031,25%,-0.0418,0.375
ME03561,CA00964,75%,0.0697,0.145
ME03562,CA01917,75%,-0.155,0.315
ME03563,CA03031,75%,-0.016,0.423
ME03564,CA02551,100%,0.0435,0.364
ME03565,CA06671,50%,0.0236,0.112
ME03566,CA01426,50%,-0.1197,0.479
ME03567,CA04327,25%,-0.1583,0.423
ME03568,CA06633,50%,-0.0202,0.391
ME03569,CA07059,100%,-0.1184,0.298
ME03570,CA01129,100%,0.0062,0.381
ME03571,CA00895,75%,0.2099,0.449
ME03572,CA05050,100%,-0.2122,0.246
ME03573,CA07025,25%,0.0031,0.352
ME03574,CA03487,25%,-0.0911,0.406
ME03575,CA00851,100%,-0.2403,0.389
ME03576,CA04025,75%,0.1593,0.133
ME03577,CA02731,50%,-0.177,0.474
ME03578,CA03481,75%,0.3942,0.498
ME03579,CA02469,25%,-0.174,0.273
ME03580,CA03824,25%,-0.2227,0.153
ME03581,CA04833,75%,-0.0135,0.236
ME03582,CA05896,100%,0.3285,0.193
ME03583,CA01170,75%,-0.2702,0.317
ME03584,CA02495,100%,0.0042,0.31
ME03585,CA05922,100%,-0.1237,0.174
ME03586,CA00819,75%,0.2079,0.447
ME03587,CA06938,75%,-0.2521,0.235
ME03588,CA05895,100%,-0.2018,0.107
ME03589,CA04206,75%,0.1284,0.392
ME03590,CA05014,50%,-0.0809,0.383
ME03591,CA05097,25%,-0.2603,0.102
ME03592,CA05560,50%,-0.0537,0.193
ME03593,CA00302,25%,0.2061,0.374
ME03594,CA02068,100%,0.2719,0.322
ME03595,CA00102,100%,0.2738,0.471
ME03596,CA02024,50%,-0.0946,0.184
